timestamp,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,kinect_x,kinect_y,kinect_z
1772865465.291128890,pygame 2.6.1 (SDL 2.28.4, Python 3.13.7),406 380 689
1772865465.308808856,Hello from the pygame community. https://www.pygame.org/contribute.html,406 380 689
1772865488.006526644,0 0 -5.981692913385826,341 395 638
1772865488.106360204,0 0 -5.981692913385826,343 396 0
1772865488.136035835,0 0 -5.981692913385826,336 400 636
1772865488.310635974,0 0 -5.981692913385826,342 397 0
1772865488.328587106,0 0 -5.981692913385826,344 397 0
1772865488.433742213,0 0 -5.981692913385826,342 392 0
1772865488.501007901,0 0 -5.981692913385826,340 397 638
1772865488.823606316,0 0 -5.981692913385826,332 395 642
1772865489.133179454,0 0 -5.981692913385826,310 367 652
1772865489.459352388,0 0 -5.981692913385826,365 389 631
1772865489.498832378,0 0 -5.981692913385826,366 383 632
1772865489.715376597,0 0 -5.981692913385826,376 376 631
1772865489.744577054,0 0 -5.981692913385826,376 376 631
1772865490.179143026,0 0 -5.981692913385826,336 373 0
1772865490.405344140,0 0 -5.981692913385826,338 382 0
1772865490.432061031,0 0 -5.981692913385826,338 382 0
1772865490.582855984,0 0 -5.981692913385826,334 398 635
1772865490.838995201,0 0 -5.981692913385826,333 372 646
1772865491.172412914,0 0 -5.981692913385826,339 363 648
1772865491.214579322,0 0 -5.981692913385826,340 370 645
1772865491.228687761,0 0 -5.981692913385826,341 375 642
1772865491.439069660,0 0 -5.981692913385826,338 383 640
1772865491.563841528,0 0 -5.981692913385826,337 379 644
1772865491.888903933,0 0 -5.981692913385826,338 344 661
1772865491.923330511,0 0 -5.981692913385826,337 336 666
1772865492.089367905,0 0 -5.981692913385826,335 322 0
1772865492.098684883,0 0 -5.981692913385826,335 322 0
1772865492.155611293,0 0 -5.981692913385826,336 325 0
1772865492.211789237,0 0 -5.981692913385826,339 322 0
1772865492.215244617,0 0 -5.981692913385826,339 322 0
1772865492.229502367,0 0 -5.981692913385826,337 322 0
1772865492.244847723,0 0 -5.981692913385826,337 322 0
1772865492.396347873,0 0 -5.981692913385826,343 327 0
1772865492.902027725,0 0 -5.981692913385826,351 312 0
1772865493.518390947,0 0 -5.981692913385826,362 313 660
1772865493.520427863,0 0 -5.981692913385826,361 311 0
1772865493.522615121,0 0 -5.981692913385826,360 309 0
1772865493.525614611,0 0 -5.981692913385826,359 305 0
1772865493.605863487,0 0 -5.981692913385826,363 301 0
1772865493.932041198,0 0 -5.981692913385826,362 300 0
1772865493.969560702,0 0 -5.981692913385826,362 300 0
1772865494.053814582,0 0 -5.981692913385826,374 303 0
1772865494.179441317,0 0 -5.981692913385826,384 300 671
1772865494.183107612,0 0 -5.981692913385826,384 300 671
1772865494.193881007,0 0 -5.981692913385826,387 298 674
1772865494.525992802,0 0 -5.981692913385826,404 294 665
1772865494.631206365,0 0 -5.981692913385826,385 291 680
1772865494.641118455,0 0 -5.981692913385826,385 291 680
1772865494.659305339,0 0 0.23830708661417363,383 291 0
1772865494.857323316,0 0 0.23830708661417363,383 291 0
1772865494.861892032,0 0 0.23830708661417363,383 291 0
1772865494.864454160,0 0 0.23830708661417363,383 291 0
1772865494.868263298,0 0 -5.981692913385826,380 297 674
1772865494.870487628,0 0 -5.981692913385826,376 301 671
1772865494.918765743,0 0 -5.981692913385826,374 304 669
